,event_id,classification_type,classification,period,game_clock,shot_clock
0,215003364,dribble-hand-off,TRUE,1,11:32,17.68
1,215003364,dribble-hand-off,TRUE,1,11:28,13.95
2,215003368,dribble-hand-off,TRUE,1,11:02,11.79
3,2150033613,dribble-hand-off,TRUE,1,10:35,8.42
4,2150033617,dribble-hand-off,FALSE,1,10:13,17.56
5,2150033622,dribble-hand-off,FALSE,1,9:48,16.97
6,2150033624,dribble-hand-off,TRUE,1,9:10,12.66
7,2150033640,dribble-hand-off,FALSE,1,6:56,12.53
8,2150033641,dribble-hand-off,FALSE,1,6:43,14.83
9,2150033643,dribble-hand-off,TRUE,1,6:31,20.22
10,2150033646,dribble-hand-off,TRUE,1,6:20,9.05
11,2150033646,dribble-hand-off,FALSE,1,6:19,8.57
12,2150033650,dribble-hand-off,TRUE,1,5:46,9.72
13,2150033650,dribble-hand-off,FALSE,1,5:46,9.38
14,2150033664,dribble-hand-off,TRUE,1,4:44,13.56
15,2150033668,dribble-hand-off,FALSE,1,4:30,16
16,2150033670,dribble-hand-off,FALSE,1,4:16,16
17,2150033674,dribble-hand-off,TRUE,1,3:42,12.6
18,2150033674,dribble-hand-off,TRUE,1,3:40,10.38
19,2150033699,dribble-hand-off,TRUE,1,2:17,17.5
20,2150033699,dribble-hand-off,FALSE,1,2:15,16
21,21500336104,dribble-hand-off,TRUE,1,1:36,15.16
22,21500336106,dribble-hand-off,FALSE,1,1:23,18.76
23,21500336106,dribble-hand-off,FALSE,1,1:23,18.2
24,21500336110,dribble-hand-off,TRUE,1,0:54,19.12
25,21500336112,dribble-hand-off,FALSE,1,0:38,14.98
26,21500336112,dribble-hand-off,FALSE,1,0:37,13.74
27,21500336112,dribble-hand-off,FALSE,1,0:35,11.94
28,21500336133,dribble-hand-off,TRUE,2,11:33,12
29,21500336139,dribble-hand-off,TRUE,2,10:53,11.02
30,21500336139,dribble-hand-off,FALSE,2,10:50,8.46
31,21500336146,dribble-hand-off,FALSE,2,9:44,19
32,21500336147,dribble-hand-off,FALSE,2,9:30,20.03
33,21500336149,dribble-hand-off,FALSE,2,9:18,19.09
34,21500336163,dribble-hand-off,TRUE,2,8:39,20.16
35,21500336163,dribble-hand-off,TRUE,2,8:37,18.68
36,21500336163,dribble-hand-off,TRUE,2,8:36,17.48
37,21500336170,dribble-hand-off,TRUE,2,7:40,15.61
38,21500336173,dribble-hand-off,FALSE,2,7:25,15.46
39,21500336202,dribble-hand-off,FALSE,2,4:46,13
40,21500336205,dribble-hand-off,FALSE,2,4:37,13.25
41,21500336217,dribble-hand-off,TRUE,2,3:34,15.09
42,21500336233,dribble-hand-off,FALSE,2,2:55,9.46
43,21500336250,dribble-hand-off,TRUE,2,2:03,19.64
44,21500336255,dribble-hand-off,FALSE,2,1:35,18.69
45,21500336262,dribble-hand-off,FALSE,2,1:11,15.53
46,21500336269,dribble-hand-off,FALSE,2,0:36,11.54
47,21500336285,dribble-hand-off,TRUE,3,11:40,15.85
48,21500336285,dribble-hand-off,TRUE,3,11:38,13.76
49,21500336285,dribble-hand-off,FALSE,3,11:35,10.85
50,21500336297,dribble-hand-off,FALSE,3,9:51,21.11
51,21500336306,dribble-hand-off,FALSE,3,8:51,18.17
52,21500336335,dribble-hand-off,FALSE,3,6:55,22
53,21500336335,dribble-hand-off,FALSE,3,6:52,20
54,21500336339,dribble-hand-off,FALSE,3,6:31,23.31
55,21500336342,dribble-hand-off,FALSE,3,6:01,18.75
56,21500336347,dribble-hand-off,FALSE,3,5:59,17.17
57,21500336409,dribble-hand-off,FALSE,3,1:51,5.05
58,21500336411,dribble-hand-off,FALSE,3,1:47,24
59,21500336421,dribble-hand-off,FALSE,3,0:11,4.28
60,21500336428,dribble-hand-off,TRUE,4,11:51,16
61,21500336428,dribble-hand-off,TRUE,4,11:50,14
62,21500336434,dribble-hand-off,FALSE,4,11:12,17.07
63,21500336434,dribble-hand-off,FALSE,4,11:11,15.37
64,21500336435,dribble-hand-off,TRUE,4,10:50,14.99
65,21500336435,dribble-hand-off,FALSE,4,10:48,13.23
66,21500336438,dribble-hand-off,TRUE,4,10:36,18.46
67,21500336438,dribble-hand-off,FALSE,4,10:34,17.14
68,21500336443,dribble-hand-off,FALSE,4,10:09,17
69,21500336444,dribble-hand-off,FALSE,4,9:48,11.3
70,21500336466,dribble-hand-off,FALSE,4,8:32,6.55
71,21500336466,dribble-hand-off,FALSE,4,8:30,4.04
72,21500336473,dribble-hand-off,FALSE,4,7:42,11.6
73,21500336475,dribble-hand-off,TRUE,4,7:38,19.83
74,21500336477,dribble-hand-off,FALSE,4,7:11,18.6
75,21500336479,dribble-hand-off,FALSE,4,7:02,18.2
76,21500336480,dribble-hand-off,TRUE,4,6:45,17.05
77,21500336494,dribble-hand-off,TRUE,4,5:54,17.61
78,21500336494,dribble-hand-off,FALSE,4,5:53,16.77
79,21500336500,dribble-hand-off,FALSE,4,5:29,16.14
80,21500336506,dribble-hand-off,FALSE,4,4:41,18
81,21500336513,dribble-hand-off,TRUE,4,4:25,16.79
82,21500336513,dribble-hand-off,FALSE,4,4:18,9.58
83,21500336515,dribble-hand-off,TRUE,4,3:44,14.07
84,21500336521,dribble-hand-off,FALSE,4,3:27,7.62
85,21500336522,dribble-hand-off,FALSE,4,3:19,16
86,21500336532,dribble-hand-off,FALSE,4,2:39,16.37
87,21500336532,dribble-hand-off,FALSE,4,2:34,11.78
88,21500336547,dribble-hand-off,FALSE,4,1:18,17.3
89,21500336547,dribble-hand-off,FALSE,4,1:18,16.99
90,21500336547,dribble-hand-off,FALSE,4,1:17,16.44
91,21500336547,dribble-hand-off,FALSE,4,1:17,15.98
92,21500336558,dribble-hand-off,TRUE,4,1:14,20.96
93,21500336591,dribble-hand-off,TRUE,5,4:28,17.47
94,21500336593,dribble-hand-off,TRUE,5,4:04,6.18
95,21500336603,dribble-hand-off,FALSE,5,3:29,12.11
96,21500336603,dribble-hand-off,FALSE,5,3:28,10.47
97,21500336610,dribble-hand-off,FALSE,5,2:55,18.56
98,21500336610,dribble-hand-off,FALSE,5,2:50,14.2
99,21500336629,dribble-hand-off,FALSE,5,1:26,14.74
100,21500336632,dribble-hand-off,TRUE,5,0:56,16.49
101,21500336636,dribble-hand-off,FALSE,5,0:16,16.18
102,21500336653,dribble-hand-off,FALSE,6,4:53,18.5
103,21500336653,dribble-hand-off,TRUE,6,4:49,14.7
